Name,Lat,Longt,Cluster,RelativeHumidity
C1725_2005_8_29.n3,30.212,-98.0403,3,45.75
C1727_2005_8_29.n3,41.621,-72.4467,0,82.5
C1729_2005_8_29.n3,38.5803,-76.0938,0,67.25
C1730_2005_8_29.n3,33.2395,-111.8735,1,19.0
C1731_2005_8_29.n3,38.96883,-94.76366999999999,3,62.0
C1732_2005_8_29.n3,41.9833,-71.4797,0,74.0
C1735_2005_8_29.n3,40.8675,-74.63,0,95.0
C1740_2005_8_29.n3,40.7308,-89.2697,3,50.5
C1745_2005_8_29.n3,34.0978,-98.5733,3,50.5
C1749_2005_8_29.n3,33.02,-99.872,3,54.25
C1753_2005_8_29.n3,45.5075,-122.7312,3,61.0
C1756_2005_8_29.n3,39.133,-79.1491,3,64.5
C1762_2005_8_29.n3,42.848,-73.9672,0,75.5
C1763_2005_8_29.n3,39.1163,-104.5485,1,23.75
C1766_2005_8_29.n3,38.5342,-122.6828,1,26.25
C1768_2005_8_29.n3,43.5642,-70.9408,0,92.5
C1772_2005_8_29.n3,34.0158,-117.0262,1,19.0
C1773_2005_8_29.n3,44.212,-71.9163,0,100.0
C1775_2005_8_29.n3,38.2183,-92.7128,3,55.0
C1777_2005_8_29.n3,26.0597,-80.1867,0,74.75
C1780_2005_8_29.n3,36.9225,-81.1728,3,55.25
C1781_2005_8_29.n3,42.67975,-83.25715,3,35.25
C1789_2005_8_29.n3,39.2883,-121.3362,1,16.5
C1792_2005_8_29.n3,37.27471,-122.02295,3,35.75
C1793_2005_8_29.n3,39.3947,-104.8055,1,25.0
C1795_2005_8_29.n3,44.7585,-108.7768,1,18.0
C1799_2005_8_29.n3,38.9258,-104.7687,1,26.5
C1800_2005_8_29.n3,44.37912,-108.04563999999999,1,34.75
C1809_2005_8_29.n3,38.3887,-105.2555,1,0.0
C1817_2005_8_29.n3,39.58392,-75.84135,0,83.0
C1819_2005_8_29.n3,28.2013,-80.6007,3,66.25
C1823_2005_8_29.n3,47.703,-122.238,0,72.0
C1824_2005_8_29.n3,47.9967,-122.48,0,83.0
C1826_2005_8_29.n3,39.043,-77.012,3,66.75
C1828_2005_8_29.n3,34.0953,-116.3178,1,19.0
C1832_2005_8_29.n3,46.7137,-111.721,1,19.0
C1835_2005_8_29.n3,41.763,-84.0253,3,45.0
C1836_2005_8_29.n3,39.5277,-76.3003,0,68.75
C1837_2005_8_29.n3,43.9078,-78.9288,3,58.5
C1840_2005_8_29.n3,35.1346,-97.6782,3,42.75
C1841_2005_8_29.n3,43.0647,-108.4767,1,22.0
C1842_2005_8_29.n3,37.18373,-78.13478,0,68.25
C1843_2005_8_29.n3,39.9575,-75.2897,3,49.0
C1844_2005_8_29.n3,37.1397,-122.1267,1,30.0
C1845_2005_8_29.n3,38.9403,-95.2768,0,76.5
C1848_2005_8_29.n3,36.1053,-75.7212,0,83.75
C1849_2005_8_29.n3,34.9525,-88.503,3,56.0
C1851_2005_8_29.n3,34.17167,-84.22417,3,64.5
C1852_2005_8_29.n3,43.876,-69.4943,0,90.5
C1855_2005_8_29.n3,45.186,-122.5873,3,56.75
C1861_2005_8_29.n3,34.1755,-118.893,3,51.75
C1864_2005_8_29.n3,35.052,-98.2642,3,51.25
C1877_2005_8_29.n3,36.2783,-86.5467,0,92.5
C1886_2005_8_29.n3,41.5205,-72.8283,0,87.0
C1890_2005_8_29.n3,48.611999999999995,-93.4147,0,71.75
C1892_2005_8_29.n3,37.7322,-121.4297,1,20.0
C1893_2005_8_29.n3,44.2803,-120.9013,1,26.75
C1897_2005_8_29.n3,39.1538,-121.135,1,24.25
C1898_2005_8_29.n3,44.9905,-93.0766,1,35.0
C1904_2005_8_29.n3,46.9517,-112.688,1,20.0
C1906_2005_8_29.n3,38.7909,-91.116,3,61.5
C1909_2005_8_29.n3,39.7592,-121.6113,1,21.25
C1912_2005_8_29.n3,27.86965,-82.24854,0,73.25
C1913_2005_8_29.n3,28.9185,-81.9463,0,95.25
C1916_2005_8_29.n3,40.2167,-86.1,1,30.75
C1921_2005_8_29.n3,28.4887,-81.7795,0,94.0
C1925_2005_8_29.n3,31.5747,-97.0725,0,100.0
C1931_2005_8_29.n3,40.7917,-74.5188,0,100.0
C1937_2005_8_29.n3,34.7612,-87.1122,0,100.0
C1938_2005_8_29.n3,45.4272,-123.9362,0,93.0
C1942_2005_8_29.n3,33.5497,-86.5322,0,83.5
C1943_2005_8_29.n3,47.674,-122.2882,0,72.0
C1949_2005_8_29.n3,20.0849,-155.85,3,60.5
C1950_2005_8_29.n3,37.1713,-122.1382,1,27.25
C1960_2005_8_29.n3,40.7325,-89.5753,3,37.0
C1961_2005_8_29.n3,36.695,-95.8272,3,51.0
C1965_2005_8_29.n3,27.8355,-82.6607,0,70.5
C1968_2005_8_29.n3,40.88562,-85.48234000000001,1,30.5
C1980_2005_8_29.n3,39.4667,-80.1617,3,42.5
C1981_2005_8_29.n3,42.8333,-108.7333,1,16.5
C1982_2005_8_29.n3,40.6647,-73.3778,0,84.5
C1984_2005_8_29.n3,42.91154,-71.21706999999999,0,81.75
C1987_2005_8_29.n3,40.8978,-80.7645,3,61.0
C1988_2005_8_29.n3,43.0857,-88.1535,3,36.75
C1991_2005_8_29.n3,39.5867,-104.76,1,20.5
C1992_2005_8_29.n3,35.65155,-80.17917,3,58.0
C1999_2005_8_29.n3,36.8717,-121.6555,0,83.0
C1_2005_8_29.n3,40.03583,-105.5358,1,29.0
C2001_2005_8_29.n3,41.8717,-93.8128,3,62.5
C2002_2005_8_29.n3,42.8753,-108.7253,1,19.0
C2005_2005_8_29.n3,18.4,-66.04,3,64.25
C2014_2005_8_29.n3,33.4263,-111.7487,1,13.75
C2017_2005_8_29.n3,33.3845,-111.709,1,6.25
C2019_2005_8_29.n3,36.085,-80.522,0,79.0
C2020_2005_8_29.n3,40.4508,-111.7713,1,14.75
C2023_2005_8_29.n3,39.2263,-104.885,1,24.5
C2024_2005_8_29.n3,37.6247,-104.7795,1,25.0
C2026_2005_8_29.n3,45.2053,-67.5359,0,70.0
C2028_2005_8_29.n3,39.2108,-93.5203,3,52.0
C2032_2005_8_29.n3,32.6413,-92.0662,0,71.25
C2033_2005_8_29.n3,41.00502,-89.12625,3,59.0
C2034_2005_8_29.n3,38.8838,-104.7628,1,24.75
C2037_2005_8_29.n3,39.8837,-75.0158,0,70.75
C2039_2005_8_29.n3,33.6942,-112.2478,1,19.0
C2044_2005_8_29.n3,36.2413,-80.2908,3,62.25
C2046_2005_8_29.n3,35.990429999999996,-79.23049,3,63.75
C2047_2005_8_29.n3,42.7663,-73.0692,0,77.0
C2048_2005_8_29.n3,29.5983,-98.5275,3,40.0
C2049_2005_8_29.n3,45.5595,-116.835,1,6.0
C2050_2005_8_29.n3,30.649,-81.4453,0,71.75
C2052_2005_8_29.n3,28.6435,-81.2929,0,74.5
C2055_2005_8_29.n3,33.8622,-78.79899,0,74.25
C2056_2005_8_29.n3,40.5255,-105.1287,1,19.666666666666668
C2057_2005_8_29.n3,39.0941,-77.162,3,59.0
C2059_2005_8_29.n3,46.8286,-100.78432,1,27.5
C2066_2005_8_29.n3,41.6538,-71.1845,0,86.75
C2069_2005_8_29.n3,33.51478,-112.14748,1,9.0
C2071_2005_8_29.n3,41.4358,-97.4503,3,56.5
C2073_2005_8_29.n3,41.0197,-74.1217,0,78.0
C2074_2005_8_29.n3,33.87085,-83.11319,3,66.75
C2081_2005_8_29.n3,45.8167,-77.1167,3,44.75
C2086_2005_8_29.n3,43.1885,-89.4578,3,40.25
C2092_2005_8_29.n3,43.0683,-87.8993,3,58.25
C2094_2005_8_29.n3,35.838,-78.5597,3,48.5
C2095_2005_8_29.n3,39.072,-108.443,1,12.0
C2096_2005_8_29.n3,35.3562,-80.7913,3,40.25
C2098_2005_8_29.n3,30.3833,-81.5167,0,70.0
C2099_2005_8_29.n3,45.51625,-88.84848000000001,3,62.0
C2101_2005_8_29.n3,40.216120000000004,-88.3593,3,45.0
C2102_2005_8_29.n3,39.4163,-76.6112,3,54.0
C2106_2005_8_29.n3,44.5113,-89.5732,3,51.0
C2108_2005_8_29.n3,42.0533,-124.2787,0,91.0
C2109_2005_8_29.n3,34.1496,-81.4016,3,47.5
C2112_2005_8_29.n3,40.629870000000004,-75.38258,1,10.0
C2113_2005_8_29.n3,41.6372,-87.8213,3,54.5
C2115_2005_8_29.n3,31.959120000000002,-110.44502,1,19.0
C2119_2005_8_29.n3,27.8433,-82.7355,0,68.0
C2124_2005_8_29.n3,42.8328,-106.3062,1,12.75
C2127_2005_8_29.n3,35.1144,-83.0982,0,77.25
C2128_2005_8_29.n3,35.1705,-106.6663,1,28.5
C2140_2005_8_29.n3,45.1542,-61.6195,0,76.75
C2142_2005_8_29.n3,39.1905,-84.2157,3,42.5
C2143_2005_8_29.n3,28.2238,-82.7155,0,76.75
C2147_2005_8_29.n3,38.8097,-94.4675,3,55.75
C2148_2005_8_29.n3,41.42729,-72.08104,0,87.0
C2149_2005_8_29.n3,38.7567,-90.5572,3,39.75
C2151_2005_8_29.n3,44.6612,-86.0205,3,52.25
C2152_2005_8_29.n3,44.3315,-93.9545,1,26.5
C2157_2005_8_29.n3,38.7822,-76.2525,3,62.75
C2158_2005_8_29.n3,44.8306,-87.3419,3,49.0
C2168_2005_8_29.n3,35.2458,-96.6875,3,51.5
C2172_2005_8_29.n3,40.3245,-79.7555,3,65.0
C2181_2005_8_29.n3,41.6278,-70.4763,0,81.75
C2183_2005_8_29.n3,41.822,-72.6798,0,76.25
C2185_2005_8_29.n3,33.3082,-83.565,0,72.75
C2188_2005_8_29.n3,44.8167,-122.8667,3,49.0
C2192_2005_8_29.n3,40.1558,-74.2687,0,87.75
C2194_2005_8_29.n3,49.09413,-123.06113,0,68.0
C2195_2005_8_29.n3,37.3537,-79.9782,3,65.25
C2197_2005_8_29.n3,40.5012,-112.0217,1,19.25
C2202_2005_8_29.n3,44.53645,-72.00657,0,88.0
C2204_2005_8_29.n3,41.9922,-72.5958,0,100.0
C2209_2005_8_29.n3,44.52347,-121.20437,1,21.5
C2212_2005_8_29.n3,39.19451,-81.76461,3,37.666666666666664
C2213_2005_8_29.n3,39.015,-95.7528,0,67.5
C2217_2005_8_29.n3,42.0257,-88.2886,3,43.25
C2218_2005_8_29.n3,32.8843,-97.2172,3,41.5
C2220_2005_8_29.n3,29.9803,-92.2745,0,68.25
C2224_2005_8_29.n3,47.47522,-122.202,3,63.25
C2230_2005_8_29.n3,41.6045,-74.345,0,76.75
C2233_2005_8_29.n3,43.701,-70.279,0,89.5
C2236_2005_8_29.n3,42.2122,-71.1147,0,78.0
C2239_2005_8_29.n3,40.178,-89.2267,3,56.0
C2250_2005_8_29.n3,45.0472,-93.5275,3,48.0
C2265_2005_8_29.n3,43.1762,-79.4717,1,29.0
C2268_2005_8_29.n3,40.8238,-75.8728,0,89.25
C2269_2005_8_29.n3,41.4167,-78.1942,3,64.5
C2274_2005_8_29.n3,32.2475,-111.0297,1,17.25
C2280_2005_8_29.n3,40.493,-74.5175,0,72.0
C2283_2005_8_29.n3,37.9508,-78.4628,3,52.0
C2284_2005_8_29.n3,30.385,-84.2237,0,70.0
C2292_2005_8_29.n3,30.2595,-81.6455,0,69.5
C2293_2005_8_29.n3,42.3275,-71.3058,0,77.25
C2295_2005_8_29.n3,44.4912,-103.8733,1,20.75
C2296_2005_8_29.n3,42.1133,-72.3147,0,98.0
C2303_2005_8_29.n3,37.37,-92.9242,3,60.25
C2306_2005_8_29.n3,28.26,-80.7072,0,83.25
C2307_2005_8_29.n3,39.7212,-74.128,0,83.0
C2308_2005_8_29.n3,34.4087,-118.9455,3,43.5
C2312_2005_8_29.n3,39.6916,-84.2056,1,35.0
C2313_2005_8_29.n3,45.7855,-118.1087,1,34.0
C2314_2005_8_29.n3,39.9307,-105.1078,1,14.25
C2322_2005_8_29.n3,42.607,-70.8792,0,77.0
C2323_2005_8_29.n3,39.5238,-104.9283,1,15.25
C2324_2005_8_29.n3,42.751200000000004,-84.4655,1,31.333333333333332
C2325_2005_8_29.n3,40.6638,-96.175,0,72.5
C2327_2005_8_29.n3,39.0262,-95.709,0,69.75
C2330_2005_8_29.n3,42.2562,-71.0362,0,69.5
C2334_2005_8_29.n3,41.4432,-81.4433,3,47.5
C2340_2005_8_29.n3,41.8575,-72.4362,0,92.75
C2342_2005_8_29.n3,37.0612,-100.9322,1,27.25
C2347_2005_8_29.n3,30.0476,-90.6897,0,97.25
C2351_2005_8_29.n3,41.4975,-87.9777,3,40.75
C2352_2005_8_29.n3,43.158,-75.4622,0,72.5
C2353_2005_8_29.n3,33.7438,-113.7528,1,9.0
C2358_2005_8_29.n3,35.105,-98.6062,3,40.0
C2371_2005_8_29.n3,37.0428,-100.9205,1,25.0
C2378_2005_8_29.n3,29.9692,-90.2182,0,91.0
C2379_2005_8_29.n3,44.9362,-93.1788,1,0.0
C2380_2005_8_29.n3,32.4517,-111.073,1,16.25
C2384_2005_8_29.n3,40.8145,-79.8255,1,0.0
C2387_2005_8_29.n3,43.09366,-85.23206,3,40.25
C2392_2005_8_29.n3,41.5875,-72.7645,0,70.5
C2394_2005_8_29.n3,36.9937,-76.6012,0,67.0
C2396_2005_8_29.n3,39.1437,-75.9852,3,48.5
C2398_2005_8_29.n3,40.1667,-74.6835,0,73.5
C2399_2005_8_29.n3,39.4848,-111.4933,1,34.0
C2401_2005_8_29.n3,35.9978,-79.0528,0,72.0
C2403_2005_8_29.n3,36.1205,-81.7362,0,81.5
C2404_2005_8_29.n3,42.30734,-70.88888,0,76.0
C2405_2005_8_29.n3,42.1738,-88.0553,1,0.0
C2406_2005_8_29.n3,34.5219,-106.2407,1,27.0
C2407_2005_8_29.n3,44.2687,-88.3355,3,52.0
C2411_2005_8_29.n3,39.6047,-76.115,0,84.0
C2414_2005_8_29.n3,45.1188,-67.5025,0,69.0
C2420_2005_8_29.n3,35.6262,-81.1922,3,62.75
C2421_2005_8_29.n3,39.8737,-121.6775,1,28.75
C2422_2005_8_29.n3,39.7587,-121.6225,1,18.0
C2423_2005_8_29.n3,39.2638,-105.2195,1,16.25
C2425_2005_8_29.n3,43.1795,-73.0447,0,87.5
C2426_2005_8_29.n3,44.7647,-121.272,1,21.5
C2427_2005_8_29.n3,45.726,-107.608,1,7.0
C2428_2005_8_29.n3,37.993140000000004,-76.50891999999999,0,74.0
C2433_2005_8_29.n3,41.2903,-95.9162,0,75.0
C2434_2005_8_29.n3,41.6845,-73.7203,0,83.0
C2439_2005_8_29.n3,42.6583,-70.6125,0,80.5
C2440_2005_8_29.n3,35.2555,-85.0103,3,62.0
C2441_2005_8_29.n3,42.2628,-71.705,0,89.0
C2446_2005_8_29.n3,40.445,-74.389,0,85.5
C2449_2005_8_29.n3,34.3445,-88.7972,3,61.0
C2450_2005_8_29.n3,36.7283,-76.0604,0,76.75
C2451_2005_8_29.n3,38.795,-76.5563,3,42.75
C2458_2005_8_29.n3,38.1285,-122.1942,3,36.0
C2461_2005_8_29.n3,41.4428,-81.8673,3,46.5
C2462_2005_8_29.n3,32.8322,-116.8138,1,31.25
C2463_2005_8_29.n3,39.205,-77.1312,3,62.0
C2467_2005_8_29.n3,44.9487,-72.1908,0,69.0
C2468_2005_8_29.n3,33.869,-84.5033,3,65.75
C2469_2005_8_29.n3,51.1917,-114.5078,1,27.25
C2493_2005_8_29.n3,42.7332,-73.0723,0,98.0
C2500_2005_8_29.n3,40.4488,-80.2155,3,53.5
C2501_2005_8_29.n3,35.5912,-78.545,3,49.0
C2502_2005_8_29.n3,34.25,-77.8,0,74.5
C2510_2005_8_29.n3,47.7438,-116.7467,1,19.25
C2512_2005_8_29.n3,47.565,-122.6692,0,68.25
C2514_2005_8_29.n3,26.2672,-81.7158,3,64.0
C2515_2005_8_29.n3,29.8155,-85.3078,0,87.25
C2516_2005_8_29.n3,41.5022,-88.1597,3,45.5
C2517_2005_8_29.n3,43.37361,-70.46806,0,89.0
C2518_2005_8_29.n3,27.3914,-82.4083,3,64.75
C2522_2005_8_29.n3,41.7972,-73.17105,0,100.0
C2525_2005_8_29.n3,40.588,-73.6933,0,81.25
C2526_2005_8_29.n3,34.0435,-77.8926,0,75.5
C2527_2005_8_29.n3,43.98,-124.095,0,88.25
C2530_2005_8_29.n3,39.5763,-74.2317,0,82.5
C2534_2005_8_29.n3,42.9317,-74.6297,3,56.0
C2536_2005_8_29.n3,42.55,-70.8921,0,70.0
C2540_2005_8_29.n3,33.7533,-84.3863,1,12.75
C2541_2005_8_29.n3,34.725,-76.7613,0,79.0
C2542_2005_8_29.n3,34.7272,-76.943,0,77.25
C2545_2005_8_29.n3,36.3922,-82.4178,3,46.0
C2550_2005_8_29.n3,44.4663,-93.2087,3,56.5
C2551_2005_8_29.n3,42.308040000000005,-122.8987,1,17.75
C2552_2005_8_29.n3,39.5175,-76.4105,0,81.5
C2553_2005_8_29.n3,36.3628,-119.6328,1,24.25
C2559_2005_8_29.n3,41.5583,-75.7778,0,73.75
C2561_2005_8_29.n3,21.3475,-158.0833,0,79.0
C2562_2005_8_29.n3,27.0958,-82.4412,3,65.25
C2564_2005_8_29.n3,33.3408,-96.4878,3,49.2
C2570_2005_8_29.n3,35.95,-95.727,3,59.75
C2571_2005_8_29.n3,26.1322,-80.4153,0,67.0
C2572_2005_8_29.n3,43.4888,-71.5075,0,97.5
C2574_2005_8_29.n3,28.0912,-82.7778,3,57.0
C2575_2005_8_29.n3,38.9045,-77.1197,0,68.75
C2578_2005_8_29.n3,41.64597,-86.12906,1,32.75
C2582_2005_8_29.n3,33.4025,-111.883,1,12.75
C2584_2005_8_29.n3,35.5653,-80.9725,3,52.0
C2599_2005_8_29.n3,34.085,-118.1003,3,37.75
C2602_2005_8_29.n3,45.915,-89.24333,0,100.0
C2607_2005_8_29.n3,41.91775,-73.90498000000001,0,88.75
C2610_2005_8_29.n3,36.1495,-120.3667,1,19.0
C2611_2005_8_29.n3,28.7028,-81.5092,3,63.666666666666664
C2615_2005_8_29.n3,45.1808,-85.198,0,75.5
C2617_2005_8_29.n3,35.8747,-86.8442,0,83.75
C2618_2005_8_29.n3,64.8492,-148.0138,3,47.0
C2620_2005_8_29.n3,42.7037,-72.8888,0,93.0
C2632_2005_8_29.n3,40.3667,-122.2,1,12.0
C2635_2005_8_29.n3,33.1503,-117.245,3,48.0
C2640_2005_8_29.n3,33.8617,-87.243,3,36.0
C2642_2005_8_29.n3,37.0053,-93.203,3,39.5
C2647_2005_8_29.n3,32.5545,-84.0967,0,77.5
C2654_2005_8_29.n3,45.5167,-122.2167,3,56.25
C2655_2005_8_29.n3,37.9213,-122.0727,1,17.5
C2659_2005_8_29.n3,47.5575,-122.1767,3,61.25
C2664_2005_8_29.n3,45.5313,-122.2917,0,67.5
C2665_2005_8_29.n3,38.9085,-75.9474,0,73.75
C2670_2005_8_29.n3,38.8688,-86.5658,3,52.75
C2671_2005_8_29.n3,39.97964,-74.9912,3,59.5
C2672_2005_8_29.n3,28.002340000000004,-82.46642,0,78.5
C2673_2005_8_29.n3,41.7432,-73.8168,0,88.25
C2674_2005_8_29.n3,33.56982,-112.30816000000002,1,19.0
C2676_2005_8_29.n3,45.7433,-111.1962,1,17.25
C2678_2005_8_29.n3,43.19,-75.0867,3,64.5
C2680_2005_8_29.n3,28.1253,-82.7175,0,71.25
C2683_2005_8_29.n3,33.02,-96.7388,3,42.25
C2689_2005_8_29.n3,28.5117,-80.8595,0,76.75
C2690_2005_8_29.n3,32.8338,-116.835,1,28.333333333333332
C2692_2005_8_29.n3,47.6643,-94.9842,3,66.0
C2694_2005_8_29.n3,33.0495,-97.0175,3,45.75
C2702_2005_8_29.n3,39.8303,-84.4153,1,26.5
C2703_2005_8_29.n3,30.3048,-81.7348,0,83.33333333333333
C2707_2005_8_29.n3,39.6637,-106.067,1,19.0
C2708_2005_8_29.n3,43.2028,-87.9653,3,60.25
C2715_2005_8_29.n3,40.7234,-104.5226,1,15.0
C2718_2005_8_29.n3,40.2752,-75.3027,0,82.0
C2722_2005_8_29.n3,41.3783,-87.3492,3,56.25
C2736_2005_8_29.n3,39.0352,-104.6675,1,29.25
C2740_2005_8_29.n3,35.1562,-89.8287,0,80.0
C2742_2005_8_29.n3,30.1942,-81.537,0,75.25
C2743_2005_8_29.n3,39.3362,-101.797,1,29.0
C2746_2005_8_29.n3,33.1622,-117.0965,3,52.75
C2748_2005_8_29.n3,46.0555,-118.3588,1,17.5
C2749_2005_8_29.n3,40.4537,-105.0667,1,23.75
C2750_2005_8_29.n3,37.29643,-121.95549,1,27.0
C2751_2005_8_29.n3,39.3542,-101.6995,1,27.5
C2752_2005_8_29.n3,42.3333,-88.2687,3,45.75
C2755_2005_8_29.n3,29.2966,-81.0669,0,68.25
C2758_2005_8_29.n3,41.20839,-90.7588,3,65.5
C2761_2005_8_29.n3,29.3887,-94.9368,3,60.0
C2762_2005_8_29.n3,34.5,-117.3167,1,17.5
C2768_2005_8_29.n3,45.5597,-122.8501,3,58.0
C2770_2005_8_29.n3,34.0673,-84.1908,3,51.25
C2779_2005_8_29.n3,32.8592,-83.6603,0,73.5
C2780_2005_8_29.n3,36.0867,-83.9695,3,59.5
C2783_2005_8_29.n3,29.1212,-80.9738,0,76.0
C2787_2005_8_29.n3,39.0793,-81.975,3,54.75
C2788_2005_8_29.n3,34.453,-117.9408,1,15.75
C2789_2005_8_29.n3,37.20446,-121.87207,1,22.5
C2791_2005_8_29.n3,28.0242,-80.6587,0,85.75
C2795_2005_8_29.n3,39.1203,-95.0625,3,60.75
C2802_2005_8_29.n3,40.3003,-82.42,3,49.25
C2809_2005_8_29.n3,39.982,-105.1128,1,18.0
C2813_2005_8_29.n3,40.1247,-86.0278,3,46.0
C2817_2005_8_29.n3,42.3102,-71.5193,0,84.5
C2819_2005_8_29.n3,43.0522,-71.1192,0,84.0
C2821_2005_8_29.n3,33.9678,-118.4463,0,88.0
C2824_2005_8_29.n3,38.7928,-91.1528,3,37.0
C2827_2005_8_29.n3,42.8287,-71.6503,0,80.25
C2840_2005_8_29.n3,30.1658,-95.4428,0,77.5
C2841_2005_8_29.n3,43.21844,-88.27013000000001,3,53.5
C2844_2005_8_29.n3,40.0437,-75.4988,0,100.0
C2850_2005_8_29.n3,46.0683,-118.3035,1,18.75
C2852_2005_8_29.n3,42.5592,-71.8758,0,92.0
C2854_2005_8_29.n3,43.9637,-117.2592,1,16.5
C2856_2005_8_29.n3,37.5445,-94.6655,3,48.5
C2861_2005_8_29.n3,30.4622,-81.6268,0,73.75
C2862_2005_8_29.n3,40.9437,-74.1525,0,87.75
C2863_2005_8_29.n3,41.0867,-112.0147,1,21.75
C2864_2005_8_29.n3,42.2812,-83.2192,1,31.0
C2866_2005_8_29.n3,47.2962,-122.6178,0,70.25
C2867_2005_8_29.n3,30.14217,-92.057,3,65.0
C2875_2005_8_29.n3,32.1955,-95.2225,3,58.75
C2877_2005_8_29.n3,43.65279999999999,-96.2312,3,52.666666666666664
C2880_2005_8_29.n3,42.7095,-71.695,0,92.5
C2882_2005_8_29.n3,48.5013,-122.6635,0,91.0
C2885_2005_8_29.n3,39.291129999999995,-121.02351999999999,1,31.5
C2887_2005_8_29.n3,29.9925,-95.6183,3,55.0
C2894_2005_8_29.n3,44.6333,-124.0368,0,92.5
C2901_2005_8_29.n3,42.0878,-111.7403,1,14.5
C2902_2005_8_29.n3,41.6797,-71.5225,0,84.25
C2906_2005_8_29.n3,35.1802,-106.5588,1,30.25
C2910_2005_8_29.n3,32.3428,-86.433,3,66.0
C2911_2005_8_29.n3,32.3878,-86.1772,3,66.0
C2912_2005_8_29.n3,41.2828,-105.5308,1,13.5
C2916_2005_8_29.n3,29.92083,-95.567,3,39.25
C2920_2005_8_29.n3,45.8505,-118.6542,1,25.25
C2921_2005_8_29.n3,37.01208,-112.96001000000001,1,12.25
C2923_2005_8_29.n3,36.0305,-80.073,3,61.75
C2924_2005_8_29.n3,43.86006,-70.15011,0,90.75
C2927_2005_8_29.n3,45.868500000000004,-72.5105,3,66.0
C2930_2005_8_29.n3,42.8542,-106.2895,1,21.5
C2931_2005_8_29.n3,42.2275,-83.2297,1,33.75
C2932_2005_8_29.n3,28.0472,-82.6987,0,76.0
C2934_2005_8_29.n3,32.7713,-116.9622,3,41.25
C2943_2005_8_29.n3,35.6342,-91.8024,3,61.25
C2947_2005_8_29.n3,28.028,-82.755,3,66.25
C2951_2005_8_29.n3,34.7578,-77.3825,0,82.5
C2954_2005_8_29.n3,40.0537,-83.0725,1,28.0
C2955_2005_8_29.n3,41.60062,-85.87522,3,42.75
C2956_2005_8_29.n3,38.3738,-121.5524,1,21.75
C2958_2005_8_29.n3,36.8225,-76.2258,0,78.5
C2960_2005_8_29.n3,38.757,-105.4733,3,37.5
C2963_2005_8_29.n3,40.74,-74.05,3,50.5
C2965_2005_8_29.n3,28.3072,-80.6838,0,77.0
C2966_2005_8_29.n3,36.6917,-76.19,0,79.0
C2969_2005_8_29.n3,30.4388,-97.797,3,40.25
C2971_2005_8_29.n3,36.765,-76.1462,0,71.5
C2972_2005_8_29.n3,35.78,-86.92,0,78.0
C2978_2005_8_29.n3,37.0753,-121.6167,1,24.5
C2979_2005_8_29.n3,27.9558,-82.2672,0,93.75
C2980_2005_8_29.n3,46.9445,-67.9213,0,82.5
C2983_2005_8_29.n3,46.5917,-120.5625,1,25.0
C2984_2005_8_29.n3,27.8875,-97.2017,3,57.0
C2986_2005_8_29.n3,41.0117,-77.5363,0,76.25
C2995_2005_8_29.n3,33.8633,-118.3646,0,79.75
C2996_2005_8_29.n3,40.18,-105.0903,1,31.25
C2997_2005_8_29.n3,34.7292,-86.5363,3,66.75
C2998_2005_8_29.n3,37.6512,-118.9762,1,21.5
C2999_2005_8_29.n3,38.9028,-94.5075,3,58.5
C3002_2005_8_29.n3,33.9187,-84.3563,3,56.25
C3004_2005_8_29.n3,36.6,-95.9,3,54.5
C3006_2005_8_29.n3,42.7617,-71.527,0,81.0
C3007_2005_8_29.n3,30.6063,-97.5867,3,57.0
C3009_2005_8_29.n3,33.7833,-116.95,3,37.75
C3011_2005_8_29.n3,29.5833,-98.2613,3,36.5
C3018_2005_8_29.n3,40.0803,-74.8528,3,65.75
C3019_2005_8_29.n3,29.27,-95.9458,3,56.0
C3033_2005_8_29.n3,42.676,-71.9655,0,85.0
C3035_2005_8_29.n3,32.3117,-97.0159,3,38.0
C3041_2005_8_29.n3,26.82,-80.2788,0,86.5
C3042_2005_8_29.n3,38.6915,-76.3235,0,75.0
C3045_2005_8_29.n3,34.1967,-118.1283,3,36.0
C3046_2005_8_29.n3,37.1042,-122.0505,1,32.75
C3054_2005_8_29.n3,41.7128,-73.8287,0,92.5
C3056_2005_8_29.n3,32.43995,-104.24474000000001,3,62.0
C3059_2005_8_29.n3,38.7071,-88.905,3,59.75
C3063_2005_8_29.n3,32.4787,-86.4497,3,62.0
C3064_2005_8_29.n3,38.9195,-104.7333,1,29.25
C3065_2005_8_29.n3,40.3833,-105.4833,1,25.25
C3067_2005_8_29.n3,44.0678,-123.0595,3,46.0
C3071_2005_8_29.n3,43.4087,-106.2725,1,11.75
C3072_2005_8_29.n3,39.0023,-79.4685,0,70.75
C3075_2005_8_29.n3,40.1213,-83.6005,3,42.25
C3077_2005_8_29.n3,30.6145,-97.7067,3,57.75
C3083_2005_8_29.n3,48.619659999999996,-123.12815,0,87.75
C3085_2005_8_29.n3,31.0412,-97.4642,3,59.0
C3087_2005_8_29.n3,35.5987,-80.8888,3,62.75
C3088_2005_8_29.n3,40.1775,-77.0403,3,66.0
C3090_2005_8_29.n3,32.4252,-110.9928,1,19.0
C3094_2005_8_29.n3,41.87184,-73.0148,0,100.0
C3097_2005_8_29.n3,34.5,-82.5,0,77.0
